Open,High,Low,Close,Adj Close,Volume
84.039597,90.056801,84.183319,86.885315,63.801441,980271
86.885315,89.108231,84.317467,86.243355,63.330055,541406
86.243355,87.958443,84.317467,87.182343,64.019577,353022
87.182343,88.130913,84.317467,85.61097,62.865692,307884
85.61097,87.00029,85.467247,85.553482,62.823483,46704
89.041161,89.041161,83.934204,84.556999,62.091751,48791
84.556999,84.556999,84.556999,84.556999,62.091751,0
84.556999,86.22419,84.518677,84.911514,62.352066,48009
84.911514,86.18586,83.455124,83.742569,61.493702,73318
83.742569,85.658875,84.317467,85.189384,62.556122,350413
85.189384,85.467247,84.892357,85.313942,62.647591,151332
89.041161,89.041161,84.509094,85.208542,62.570168,50096
85.208542,88.130913,85.658875,87.74765,64.434715,584718
87.74765,89.874748,88.006355,89.175301,65.48304,192036
89.175301,93.515732,89.874748,93.142052,68.395889,795541
93.142052,95.412872,92.365952,92.730049,68.093361,428428
93.314522,94.282257,92.557579,92.768372,68.121498,162291
92.768372,94.282257,91.216164,92.164734,67.678223,198037
92.164734,93.898994,90.928719,92.701302,68.072266,271355
92.701302,96.006927,93.707359,95.834465,70.372986,356153
97.731606,97.731606,88.341705,91.417374,67.12944,329801
91.417374,95.61409,89.108231,91.973106,67.537514,257787
91.973106,91.072441,89.855591,90.229263,66.256989,175859
90.229263,92.940842,89.338188,91.609009,67.270149,381202
91.609009,94.76133,93.477409,94.100204,69.09948,195428
94.100204,93.898994,92.375526,93.333679,68.536621,92365
93.333679,92.940842,91.417374,91.676079,67.319412,74622
91.676079,91.254494,90.066383,90.190941,66.228836,120283
90.190941,91.311981,90.075966,90.401733,66.383644,163596
90.401733,91.656914,89.596886,91.503609,67.192772,185774
91.024536,91.216164,90.305916,90.622108,66.545464,92365
90.622108,89.491486,87.958443,88.245888,64.80056,184991
88.245888,89.683121,86.818245,88.724968,65.152351,344934
88.724968,89.481911,88.341705,89.223206,65.518219,172467
89.223206,93.889412,91.407799,93.362427,68.557732,429211
94.66552,96.773453,94.282257,94.636772,69.493492,1184570
94.66552,95.230827,93.946899,94.52179,69.409073,399466
92.576744,93.419914,91.791054,92.126411,67.650101,321973
91.982689,92.452179,90.315498,91.886871,67.474197,379375
91.886871,92.892937,92.001846,92.203064,67.706383,169075
92.203064,92.423439,91.791054,92.078499,67.614922,209517
92.078499,93.860664,91.934776,92.892937,68.212982,419035
92.892937,92.940842,91.417374,92.126411,67.650101,594111
91.216164,91.513191,82.976051,91.235329,66.995758,1147520
92.174316,93.898994,92.174316,93.745689,68.839172,1147781
93.745689,94.090622,92.480927,92.758789,68.114471,555234
92.758789,93.276192,92.557579,92.902512,68.220001,177946
92.902512,94.282257,93.496567,93.918159,68.965813,607679
93.918159,95.7099,94.339745,94.45472,69.359802,690129
94.100204,95.33622,93.898994,95.125427,69.852341,1215098
95.422455,98.354408,95.422455,97.329178,71.470589,1680316
97.147133,99.456284,96.744705,99.034691,72.722969,1024105
99.647911,103.00145,98.737663,101.037231,74.193474,2719816
101.248024,101.918732,99.839539,101.602547,75.467384,1369562
102.330742,103.288895,92.931259,99.724564,74.072487,1846782
101.180954,102.330742,100.893509,101.966644,75.737839,957832
102.091202,103.288895,101.564217,102.915215,76.442406,1792511
103.193077,103.480522,101.324677,101.602547,75.467384,1134474
101.190536,103.672157,100.845604,103.00145,76.506477,1777899
101.947479,102.330742,100.510246,100.941422,74.976334,465478
100.414436,101.372589,98.124451,101.075562,75.075966,524707
100.222801,100.989326,99.600006,99.762894,74.100952,201168
99.935356,99.935356,98.747246,99.341301,73.787804,241610
99.820381,99.820381,97.587883,98.047798,72.827049,370765
97.731606,98.593941,96.773453,97.44416,72.37867,233261
96.773453,98.498131,96.773453,98.344826,73.047668,202733
98.306496,100.174896,97.923233,98.708923,73.3181,327974
98.354408,99.073021,97.44416,97.884911,72.706047,196471
97.923233,100.031174,97.44416,99.552094,73.944389,476698
96.773453,98.871803,96.006927,98.249008,72.976509,802585
97.827423,101.180954,97.44416,99.983269,74.264656,996187
100.797691,102.043297,100.088661,100.768951,74.848221,863640
102.522369,102.522369,100.797691,101.784592,75.602638,308927
101.564217,102.905632,101.228867,102.196594,75.908646,686477
101.372589,102.139107,100.126991,101.468399,75.367767,229608
101.775009,102.416969,101.621704,101.966644,75.737839,154463
101.966644,102.790649,101.851662,102.215759,75.92289,196471
101.401329,102.254089,101.391747,101.966644,75.737839,111151
102.043297,102.244507,100.634811,101.180954,75.154259,204821
101.468399,105.396828,101.468399,104.994408,77.986786,986533
105.396828,108.223381,105.396828,106.594521,79.175285,468088
109.229439,109.229439,105.636368,106.690338,79.24646,510617
108.079659,108.079659,105.799255,106.719078,79.267799,119239
106.594521,107.025688,100.653969,101.842079,75.645325,493658
101.660034,103.078102,98.593941,100.711464,74.805527,640816
100.606064,101.755852,99.849121,100.069496,74.32869,229869
99.647911,100.558159,98.958038,99.954521,74.243279,207430
99.839539,100.893509,96.792618,97.999886,72.791451,346239
97.539978,97.722023,90.449638,96.246468,71.489059,572194
97.539978,98.881386,94.282257,98.268173,72.99073,686216
98.114868,99.073021,94.330162,94.617607,70.279175,720135
93.946899,95.048775,91.417374,94.62719,70.286316,1023062
94.857147,95.8153,93.898994,95.26915,70.763145,360850
95.048775,97.348343,94.473885,96.313538,71.538872,565671
96.351868,98.191521,95.489525,95.863205,71.204376,280487
97.13755,97.13755,95.479942,95.719482,71.097649,121327
95.623672,96.581825,94.885895,95.844048,71.190147,327713
96.006927,96.198563,94.857147,95.920692,71.247078,147679
95.24041,96.102745,94.282257,94.62719,70.286316,522620
94.952965,94.952965,93.515732,93.937317,69.773888,169597
93.937317,93.937317,93.937317,93.937317,69.773888,0
94.282257,94.282257,89.299858,89.989731,66.841736,416948
88.169235,89.290276,86.617027,87.057777,64.663948,239523
87.191925,88.907013,86.722427,88.56208,65.781326,372852
90.641273,92.557579,90.075966,92.068924,68.386101,320408
92.892937,94.42598,91.599426,93.927734,69.766769,638467
93.132469,95.384132,93.132469,94.655937,70.307648,282574
94.66552,95.211662,94.473885,94.847565,70.449997,204299
94.512215,96.39019,94.004387,95.911118,71.239975,507747
96.006927,96.486008,94.282257,96.18898,71.446358,210039
96.05484,96.572243,95.432037,95.537437,70.962418,138025
95.8153,98.066956,95.8153,97.587883,72.485428,727180
99.456284,100.222801,96.96508,99.255066,73.723755,596720
99.456284,100.031174,94.138535,95.422455,70.877022,731355
95.432037,97.319595,94.857147,96.706383,71.830658,417208
97.51123,98.517288,96.86927,97.71244,72.577934,608462
97.789093,98.287331,96.581825,96.926758,71.994362,259092
96.39019,96.773453,92.174316,92.835442,68.95546,921042
91.599426,92.222221,90.066383,90.478386,67.204697,1126646
95.8153,95.8153,88.62915,89.232788,66.279503,1398524
88.724968,89.644791,86.617027,88.102165,65.439705,1550378
88.533333,88.724968,87.287735,87.44104,64.948654,640033
85.658875,86.55954,85.27562,85.91758,63.81707,724832
86.4254,87.85305,86.233772,86.93322,64.571457,1119601
87.211082,92.921677,87.211082,92.356369,68.599609,1224230
91.982689,93.113312,88.150078,88.45668,65.703033,1570991
88.485428,90.066383,86.856567,87.843468,65.247574,935915
86.808662,88.724968,86.808662,88.083008,65.425476,743618
87.958443,88.724968,86.617027,87.517693,65.005585,813022
88.150078,89.855591,87.958443,88.284218,65.574936,456868
88.274635,88.533333,87.201508,87.757233,65.183495,239001
87.220665,87.383553,85.486412,86.310425,64.108856,391377
85.467247,86.990707,83.953362,85.821762,63.745888,857639
85.860092,86.233772,82.640694,84.001274,62.3937,583153
84.001274,84.001274,84.001274,84.001274,62.3937,0
84.604912,84.978592,82.401154,83.368889,61.923977,564367
83.177261,83.905457,77.533737,77.533737,57.589787,1383651
75.119194,76.268974,73.011261,75.732414,56.251831,1222403
74.362251,78.175705,73.777779,77.10257,57.269539,1211706
77.58165,78.376915,74.946724,76.230652,56.621899,1999680
76.268974,79.133858,75.694084,78.788918,58.522106,1742414
79.133858,82.017899,77.802025,81.030998,60.187458,2831489
80.293221,81.251373,79.526695,80.523178,59.810257,1484105
80.389038,82.592789,79.287163,81.663376,60.657162,1568121
81.251373,82.238274,80.101593,80.523178,59.810257,843810
80.02494,80.484848,78.568542,80.274055,59.625225,1427225
80.484848,81.059746,79.929123,80.341125,59.675034,803368
80.341125,80.341125,80.341125,80.341125,59.675034,0
81.241791,83.646759,81.241791,83.004791,61.653534,1164740
83.742569,85.658875,82.391579,85.007332,63.140953,963833
84.901939,85.27562,81.059746,81.816681,60.771038,1064287
81.634636,82.784416,80.983093,82.496971,61.276329,711003
82.880234,83.503036,82.429901,82.659859,61.397339,519749
82.592789,82.592789,79.14344,79.833305,59.297848,1056720
79.833305,79.833305,79.833305,79.833305,59.297848,0
76.652237,80.484848,76.652237,79.469208,59.027409,1198660
80.877693,81.634636,79.066788,79.459625,59.020283,2094915
80.159081,80.159081,77.61039,78.185287,58.073734,1106556
77.61039,78.855988,74.362251,75.387474,55.995605,2093611
75.694084,76.221069,73.394516,75.598274,56.152176,1943322
75.885719,77.0355,75.588692,76.83429,57.070255,1091683
76.661819,77.878677,76.652237,77.533737,57.589787,665081
75.694084,81.634636,75.694084,80.532761,59.817371,1473929
80.532761,80.532761,80.532761,80.532761,59.817371,0
78.760178,80.618996,78.376915,80.216568,59.58252,1181178
80.101593,80.360291,77.227135,77.897835,57.860222,2092306
77.744537,79.23925,77.0355,78.53022,58.329952,2843491
78.76976,79.526695,77.706207,78.175705,58.066628,2160145
78.281097,78.281097,75.885719,76.987595,57.18412,3078318
76.460609,76.460609,73.892761,74.295181,55.184284,2177366
74.544304,75.262917,71.487793,72.378876,53.760918,2982300
71.487793,71.497375,67.319832,67.367737,50.038788,8102568
66.112556,68.603752,63.908806,67.501877,50.138428,6186120
67.453972,70.251778,64.205833,65.825111,48.892967,7080810
63.812988,63.908806,61.216393,61.37928,45.590729,4001448
61.915848,62.26078,60.095356,60.794807,45.156609,3471783
61.705051,62.078732,60.555267,60.928947,45.256241,2217286
60.651085,61.800869,56.665169,56.885544,42.252918,6451474
53.656567,57.259224,53.656567,56.061531,41.640865,5986256
54.614719,57.163406,53.656567,56.713074,42.124813,7629522
56.157349,60.354057,56.051949,59.098877,43.896912,15131195
59.568371,60.49778,59.271343,59.692932,44.338165,7782420
59.798328,60.018703,58.016163,58.38026,43.363152,10304199
57.891605,59.597115,57.584995,58.610218,43.533951,9189294
58.830593,62.720695,58.466496,62.586552,46.487469,10274194
62.088314,63.793827,60.746899,60.948112,45.270473,11381011
60.775642,60.93853,58.44733,60.277405,44.772293,16269061
61.130161,64.502861,61.130161,64.474113,47.889488,15003084
64.771141,67.377319,63.832153,66.582054,49.4552,19226052
67.722252,68.603752,63.678848,65.547249,48.686581,18288050
64.483696,65.873016,63.918385,64.838211,48.159924,21649465
65.729294,67.262337,65.298126,65.805946,48.878731,15846373
66.093391,66.208374,64.445374,65.020264,48.295143,8506470
64.828629,65.508919,62.56739,64.541183,47.939301,8914547
64.541183,64.541183,64.541183,64.541183,47.939301,0
65.058586,67.262337,64.895699,66.812012,49.626011,6925564
66.812012,66.812012,66.812012,66.812012,49.626011,0
66.812012,66.812012,66.812012,66.812012,49.626011,0
67.300667,67.453972,64.244156,64.646584,48.017597,6803976
65.729294,69.178642,65.537666,69.063667,51.298473,11680284
69.561905,69.561905,67.645599,68.36422,50.778942,12850766
67.645599,68.977432,67.482712,68.709152,51.035149,7998983
68.028862,69.03492,67.281502,67.741417,50.316345,5613143
67.597694,67.597694,65.393944,65.911346,48.95702,11466070
66.974892,68.412125,66.543724,67.003639,49.768333,5246291
67.003639,67.549789,66.304184,66.792847,49.611771,5631407
67.453972,68.96785,67.281502,68.517517,50.892807,9725743
68.028862,68.028862,66.936569,67.645599,50.245167,4230535
68.028862,68.354637,65.738876,66.400002,49.319977,6508876
67.080292,71.056625,67.070709,71.03746,52.764557,8498120
72.053108,75.866554,66.687447,67.750999,50.32346,11379706
66.179626,68.210915,64.301643,66.217957,49.184765,10379605
66.112556,66.285027,63.860897,64.148346,47.647518,5100177
63.717175,66.802429,63.295586,64.177086,47.668861,8131791
65.317291,66.208374,63.286003,63.975876,47.519409,8105699
63.975876,63.975876,63.975876,63.975876,47.519409,0
67.281502,67.281502,62.615299,64.177086,47.668861,9334887
68.670822,68.670822,64.790306,67.798904,50.359039,13177697
68.39296,68.987015,66.217957,67.636017,50.238052,8423498
68.795387,69.839767,65.441849,66.467072,49.369797,6696477
66.112556,66.256279,63.822571,64.119598,47.626171,6567844
62.854836,63.238098,60.93853,61.503841,45.68325,5822399
59.98996,61.24514,58.456913,58.974316,43.804398,5548435
58.638962,59.980377,58.083233,58.935989,43.775932,7494105
60.545689,61.676308,59.788746,59.951633,44.530315,3888209
59.874981,61.302628,59.874981,60.852295,45.19931,2640235
61.120579,62.471577,60.172009,61.273884,45.512451,3574324
61.51342,61.570911,60.612759,61.082253,45.37011,2089436
61.225975,64.090851,60.842716,63.544704,47.19915,3867075
63.132702,64.962776,62.864418,63.832153,47.412651,2826792
63.439308,64.483696,63.103954,63.995037,47.533642,2815834
63.717175,66.160461,63.717175,65.604736,48.729279,5688809
66.495819,66.974892,65.633476,66.447906,49.355556,4530330
66.591637,66.965309,64.819054,65.307709,48.508656,4226621
65.873016,66.495819,64.263321,66.179626,49.156288,3505964
65.825111,66.093391,65.259804,65.710129,48.80756,1508892
65.537666,66.562889,65.403526,65.844276,48.907207,3441517
65.633476,65.825111,64.196251,64.435791,47.861027,3597546
63.985458,66.112556,63.535126,64.914864,48.216866,3117978
64.675323,65.346031,63.583031,64.637001,48.010471,4082333
65.154404,67.070709,65.154404,66.974892,49.74699,5950511
68.996597,70.90332,67.645599,69.71521,51.782417,2272601
72.819626,77.591232,72.436363,74.668861,55.461842,8726424
76.077347,76.077347,73.499916,74.534721,55.362194,5488163
77.0355,78.951805,75.128777,76.987595,57.18412,6931826
76.652237,79.526695,76.182747,78.185287,58.073734,9233911
78.185287,78.185287,78.185287,78.185287,58.073734,0
77.227135,77.40918,75.119194,75.550362,56.116592,5674459
74.927567,76.067764,72.244736,72.819626,54.088291,7003056
74.898819,76.240234,73.298706,74.132294,55.063297,4372735
74.716766,75.770737,74.017319,74.965889,55.682468,4260540
74.735931,75.684502,74.467651,74.745514,55.518772,3469435
74.745514,75.119194,74.122719,74.419746,55.276814,1483583
74.256859,74.582626,71.871056,72.599251,53.924599,3584500
73.662804,73.931084,71.47821,71.669846,53.234261,1652397
71.229095,73.768196,70.90332,72.972931,54.202156,1866090
73.586151,74.544304,73.202888,73.480751,54.579338,1919839
73.480751,73.480751,73.480751,73.480751,54.579338,0
73.969414,76.173164,73.298706,75.119194,55.796337,2249118
75.502457,75.694084,74.563469,74.812584,55.568596,1602301
74.649696,74.688026,73.260376,74.151459,55.077549,1371910
74.151459,74.151459,74.151459,74.151459,55.077549,0
68.96785,68.96785,66.735359,66.792847,49.611771,57141
63.621357,68.795387,62.874001,68.316307,50.743351,1799295
68.987015,70.520058,68.987015,70.098473,52.067093,1486453
70.817085,71.190765,69.619392,70.3955,52.28772,1306680
69.178642,70.08889,68.977432,69.878098,51.903408,1331989
69.561905,70.08889,69.188225,69.705627,51.775303,1214054
69.705627,69.705627,69.705627,69.705627,51.775303,0
70.759598,73.873596,70.759598,73.605316,54.671875,2445329
72.445946,73.135818,70.251778,71.238678,52.914009,3152680
69.370277,72.627998,68.987015,72.244736,53.661274,2637887
72.244736,72.244736,72.244736,72.244736,53.661274,0
72.627998,73.174141,71.861473,72.398041,53.77515,1301462
72.398041,72.398041,72.398041,72.398041,53.77515,0
72.915443,73.911919,72.101013,73.356194,54.48682,1807644
73.356194,73.356194,73.356194,73.356194,54.48682,0
73.586151,75.167099,73.586151,74.649696,55.447613,3917432
75.224594,76.067764,75.119194,75.435387,56.031208,2770695
75.694084,77.706207,75.694084,76.728889,56.991966,6402683
77.227135,77.227135,75.885719,76.575584,56.878105,4261323
76.451027,76.891777,75.914459,76.613914,56.906567,2523344
76.652237,76.795959,75.885719,76.288139,56.664589,1841303
75.943207,76.824707,74.755096,76.594749,56.892326,6132110
77.802025,79.497955,77.083405,77.744537,57.746368,3052487
77.744537,77.744537,77.744537,77.744537,57.746368,0
77.054665,77.562485,75.329987,75.540779,56.109482,4176525
74.544304,74.927567,72.867538,73.049583,54.259094,3312623
72.532181,73.566986,71.420723,71.890221,53.397964,3760359
72.627998,72.762138,71.190765,71.669846,53.234261,1313464
71.574028,72.033943,71.094955,71.842308,53.362366,1171524
71.947708,72.781303,70.912903,71.372818,53.013645,2929072
70.90332,71.190765,68.814545,69.130737,52.47543,3959179
69.571487,71.669846,67.933044,70.625458,53.610035,4796989
71.094955,73.087914,70.15596,72.781303,55.246483,12261089
72.627998,73.720291,71.966873,73.078331,55.471954,8768693
73.011261,75.665344,72.963348,75.301247,57.159306,16095811
75.924042,77.792442,75.924042,77.07383,58.504833,14136312
77.0355,77.227135,76.125252,76.642654,58.177544,6174379
76.268974,76.652237,75.310822,75.473709,57.290222,8675023
75.674927,75.962372,74.448486,75.109612,57.013836,9658165
74.927567,75.818649,74.486816,75.243752,57.115658,8759561
75.885719,77.533737,75.885719,76.604332,58.14843,12771707
77.0355,77.504997,74.659279,75.224594,57.101112,23828397
78.233192,78.520638,75.569527,75.809067,57.544781,31224397
75.646179,76.029442,74.927567,75.655762,57.42841,15233736
75.914459,76.364792,75.387474,75.799484,57.537502,7702058
75.943207,76.556427,75.828232,76.422279,58.010258,7771201
76.556427,78.08947,76.470192,77.07383,58.504833,22213832
77.591232,77.897835,76.680984,76.853455,58.337543,10750370
77.0355,79.028458,76.882195,77.361275,58.72303,24537052
77.61039,78.070305,77.16964,77.322945,58.693939,10725061
77.227135,77.227135,75.799484,76.192329,57.835709,15195642
76.221069,76.594749,75.694084,76.383957,57.981163,10342554
76.795959,77.58165,76.374374,77.092987,58.519367,11983211
77.361275,77.964912,76.90136,77.61039,58.912113,12296052
77.993652,82.784416,77.878677,81.404678,61.792282,52184254
80.963928,84.269554,80.724388,81.807098,62.097729,33644939
83.167679,84.125832,81.443001,82.679024,62.759598,25937924
85.227707,86.578705,84.125832,85.27562,64.730614,17002503
84.969009,85.27562,83.196426,84.049179,63.799652,13798683
83.934204,88.86869,83.550941,86.779915,65.872475,36874591
87.191925,89.980148,86.617027,88.284218,67.014366,30489650
88.772873,89.108231,82.401154,87.460205,66.388878,15818715
88.140495,88.32254,85.94632,87.03862,66.068848,14752602
86.904472,87.958443,85.687622,86.137955,65.385193,11524777
86.042137,86.617027,84.509094,84.863609,64.417862,12840851
84.030014,85.658875,83.934204,85.40976,64.832428,9335669
86.137955,87.594345,84.892357,85.71637,65.06517,13258842
87.249413,89.299858,86.712845,87.096107,66.11248,10506933
86.856567,87.450623,85.131889,85.61097,64.985161,8590486
86.032555,87.00029,84.892357,85.381012,64.810623,10322203
85.381012,86.032555,83.282661,83.598846,63.457809,8753038
83.340149,83.723412,81.443001,81.874176,62.148666,11529995
83.934204,87.61351,83.550941,86.818245,65.901588,24423552
87.958443,88.12133,85.793022,86.233772,65.457909,14624230
85.467247,86.042137,83.982109,84.489929,64.134209,16569639
83.550941,84.700722,80.504013,81.117233,61.574085,12187249
82.123291,82.123291,78.616455,79.162598,60.090351,14120135
80.753136,81.538818,77.332527,77.687042,58.970306,13736323
77.897835,78.185287,75.713249,77.830765,59.079399,11033989
77.830765,77.830765,77.830765,77.830765,59.079399,0
74.640121,76.077347,73.298706,75.607849,57.392052,12158548
75.981529,76.987595,74.946724,76.106094,57.770248,11353614
77.20797,78.70269,76.891777,78.166122,59.333958,10455271
77.993652,78.750595,75.885719,76.288139,57.908428,11275860
75.876137,76.268974,73.030418,73.739456,55.973797,17868231
73.969414,74.927567,73.222054,74.132294,56.271984,8175886
73.969414,75.119194,73.720291,74.822166,56.795658,9987444
75.406639,76.594749,74.400581,74.726349,56.722908,14142574
74.735931,75.646179,73.998154,75.291664,57.152035,8403668
75.119194,76.364792,74.735931,75.416222,57.246586,8031598
76.077347,76.882195,75.329987,75.722832,57.479336,7882091
75.876137,76.441444,75.310822,75.655762,57.42841,5549739
76.460609,79.507538,76.364792,77.734955,59.006676,2151796
73.969414,76.230652,72.627998,73.394516,55.711952,10739151
73.107071,73.384941,71.861473,72.206406,54.810089,10508238
71.813568,72.627998,70.443405,72.244736,54.83918,9308534
72.618416,73.921501,70.912903,71.334488,54.148235,10815600
71.094955,71.574028,70.520058,71.305748,54.126423,3330104
71.842308,72.340553,70.94165,71.315331,54.133698,4927188
71.315331,71.315331,71.315331,71.315331,54.133698,0
71.094955,71.593193,69.964333,71.324905,54.140961,4902922
71.47821,72.110596,71.10453,71.631516,54.373695,6063488
71.286583,71.669846,69.667305,70.357178,53.406387,8472289
70.32843,70.759598,68.507942,68.709152,52.155415,5290125
68.412125,68.977432,66.227531,66.629959,50.577152,9517008
66.112556,66.687447,64.387878,66.294601,50.32259,7086811
66.591637,67.453972,65.777206,66.150879,50.213493,7255104
68.603752,68.603752,66.974892,67.118614,50.948074,6177510
66.687447,67.070709,64.962776,65.221474,49.508003,4611476
64.416626,64.742393,62.931488,63.793827,48.424305,7982806
64.004623,65.767624,64.004623,65.288544,49.558918,6204384
64.301643,66.304184,63.630939,65.834694,49.973488,6441820
66.294601,67.434807,65.355614,66.237114,50.278961,5676285
66.256279,66.946152,65.633476,66.744934,50.664429,3304534
66.879082,67.980957,66.649124,67.779739,51.449921,5494164
66.716194,68.172585,66.687447,67.827652,51.486286,3202776
67.741417,69.197807,67.645599,68.49836,51.995403,4735934
67.549789,67.549789,63.238098,67.041962,50.889885,4751067
67.453972,68.22049,67.453972,67.827652,51.486286,4088595
67.473137,67.980957,67.080292,67.540207,51.268101,2541086
67.693512,68.603752,67.693512,68.287567,51.835392,3327234
68.268402,68.843292,68.22049,68.670822,52.126324,3601721
68.412125,68.412125,67.473137,67.770164,51.44265,479568
66.112556,66.112556,62.969814,63.841736,48.460678,7117861
64.157921,64.579514,63.487217,64.004623,48.58432,3811760
63.621357,64.196251,61.369698,62.414085,47.376976,5102786
61.417606,62.049988,59.98996,60.354057,45.813271,5193064
61.705051,62.950649,60.93853,62.26078,47.260612,7177872
62.040405,62.854836,61.896683,62.557808,47.48608,2832533
63.238098,63.698009,62.682369,63.065632,47.871559,3762186
64.177086,64.771141,63.812988,64.397461,48.882511,3196775
64.004623,66.102974,63.468056,65.346031,49.602543,3303230
64.771141,65.499336,62.471577,63.420147,48.140663,4830648
63.420147,63.420147,63.420147,63.420147,48.140663,0
63.420147,63.420147,63.420147,63.420147,48.140663,0
63.420147,63.420147,63.420147,63.420147,48.140663,0
63.420147,63.420147,63.420147,63.420147,48.140663,0
63.420147,63.420147,63.420147,63.420147,48.140663,0
63.046467,64.157921,62.921906,64.042946,48.613415,2676764
63.812988,65.825111,63.717175,65.614319,49.806198,5211328
65.777206,66.476654,64.196251,64.407043,48.889786,3259395
64.387878,65.537666,64.023781,64.665749,49.08617,2504558
65.154404,66.208374,64.397461,65.690971,49.86438,3114847
66.246696,67.741417,65.968834,67.319832,51.100807,7805120
66.476654,68.009697,66.400002,66.582054,50.540783,4241232
66.112556,66.591637,64.502861,65.192726,49.486183,4724976
64.905281,65.154404,63.525543,64.110016,48.664322,4470058
63.429729,64.177086,60.172009,63.448891,48.162479,4786291
63.429729,64.368721,62.682369,64.033363,48.60614,4444488
63.717175,64.196251,62.854836,63.80341,48.431583,3746531
63.812988,64.387878,61.75296,62.347015,47.326073,7397305
61.944592,62.347015,56.569351,58.00658,44.031353,9567887
63.238098,63.238098,59.405483,62.538647,47.471527,3985010
61.714634,62.279945,60.746899,61.110996,46.38784,1950367
61.110996,61.110996,61.110996,61.110996,46.38784,0
62.088314,62.902744,60.756481,62.720695,47.609726,4342208
62.845257,65.920929,62.663204,65.202309,49.493458,6589761
64.387878,64.751976,63.468056,64.014198,48.591591,3231738
64.004623,64.292068,62.874001,64.042946,48.613415,2985692
