Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio
2022,Data Analyst,SE,FT,8124046.00,US,US,M,100
2022,Data Analyst,SE,FT,6755451.00,US,US,M,100
2022,Data Scientist,SE,FT,10870785.00,US,US,M,100
2022,Data Scientist,SE,FT,7906026.00,US,US,M,100
2022,Data Scientist,SE,FT,9372412.00,GB,GB,M,0
2022,Data Scientist,SE,FT,8331086.00,GB,GB,M,0
2022,Data Scientist,SE,FT,11617147.00,US,US,M,100
2022,Data Scientist,SE,FT,9787049.00,US,US,M,100
2022,Data Engineer,EN,FT,4165543.00,GB,GB,M,100
2022,Data Analyst,SE,FT,7877381.00,US,US,M,0
2022,Data Analyst,SE,FT,9230062.00,US,US,M,0
2022,Data Analyst,MI,FT,8455055.00,US,US,M,0
2022,Data Analyst,MI,FT,10065542.00,US,US,M,0
2022,Data Engineer,EX,FT,19255819.00,US,US,M,100
2022,Data Engineer,EX,FT,15913900.00,US,US,M,100
2022,Data Scientist,MI,FT,5206869.00,GB,GB,M,0
2022,Data Scientist,MI,FT,3124137.00,GB,GB,M,0
2022,Data Engineer,MI,FT,6248275.00,GB,GB,M,0
2022,Data Engineer,MI,FT,4165543.00,GB,GB,M,0
2022,Data Scientist,SE,FT,13146473.00,US,US,M,100
2022,Data Engineer,EN,FT,3644840.00,GB,GB,M,100
2022,Data Scientist,SE,FT,9561071.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Engineer,SE,FT,14476875.00,US,US,M,0
2022,Data Engineer,SE,FT,10528636.00,US,US,M,0
2022,Data Engineer,SE,FT,17514043.00,US,US,M,0
2022,Data Engineer,SE,FT,12737486.00,US,US,M,0
2022,Data Scientist,SE,FT,14322510.00,US,US,L,0
2022,Data Scientist,SE,FT,9548340.00,US,US,L,0
2022,Data Analyst,SE,FT,9881736.00,US,US,M,100
2022,Data Analyst,EX,FT,10344035.00,US,US,M,100
2022,Data Analyst,EX,FT,8752645.00,US,US,M,100
2022,Data Analyst,SE,FT,13526815.00,US,US,M,100
2022,Data Analyst,MI,FT,9190277.00,US,US,M,100
2022,Data Analyst,SE,FT,8983397.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Analyst,SE,FT,8983397.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Engineer,SE,FT,13160795.00,US,US,M,100
2022,Data Engineer,SE,FT,10528636.00,US,US,M,100
2022,Data Analyst,MI,FT,13288107.00,US,US,M,100
2022,Data Engineer,SE,FT,19407001.00,US,US,M,100
2022,Data Analyst,SE,FT,10869194.00,US,US,M,100
2022,Data Analyst,SE,FT,8695355.00,US,US,M,100
2022,Data Engineer,SE,FT,10254519.00,US,US,M,100
2022,Data Engineer,SE,FT,7455662.00,US,US,M,100
2022,Head of Data Science,EX,FT,17823568.00,US,US,M,100
2022,Head of Data Science,EX,FT,13357730.00,US,US,M,100
2022,Analytics Engineer,EX,FT,13924663.00,US,US,M,100
2022,Data Engineer,SE,FT,12460584.00,US,US,M,100
2022,Data Engineer,SE,FT,8657162.00,US,US,M,0
2022,Data Scientist,SE,FT,7602866.00,US,US,M,0
2022,Data Engineer,SE,FT,8991354.00,US,US,L,0
2022,Data Analyst,SE,FT,10741883.00,US,US,M,100
2022,Data Science Manager,SE,FT,12837902.00,US,US,M,100
2022,Data Science Manager,SE,FT,10912241.00,US,US,M,100
2022,Data Scientist,SE,FT,13288107.00,US,US,M,100
2022,Data Scientist,SE,FT,9787049.00,US,US,M,100
2022,Data Engineer,SE,FT,6248275.00,GB,GB,M,0
2022,Data Engineer,SE,FT,5206869.00,GB,GB,M,0
2022,Data Scientist,SE,FT,11935425.00,US,US,M,0
2022,Data Scientist,SE,FT,16828949.00,US,US,M,100
2022,Data Architect,SE,FT,15309172.00,CA,CA,M,100
2022,Data Architect,SE,FT,7216954.00,CA,CA,M,100
2022,Data Analyst,SE,FT,10344035.00,CA,CA,M,100
2022,Data Analyst,SE,FT,4877610.00,CA,CA,M,100
2022,Data Analyst,SE,FT,10344035.00,CA,CA,M,100
2022,Data Analyst,SE,FT,4877610.00,CA,CA,M,100
2022,Data Engineer,SE,FT,12731120.00,US,US,L,0
2022,Data Scientist,SE,FT,11028333.00,US,US,M,100
2022,Data Engineer,SE,FT,10821452.00,US,US,M,0
2022,Data Analyst,MI,FT,4615031.00,US,US,S,0
2022,Analytics Engineer,EX,FT,10741883.00,US,US,M,100
2022,Data Scientist,SE,FT,13526815.00,US,US,M,100
2022,Data Scientist,SE,FT,9787049.00,US,US,M,100
2022,Machine Learning Engineer,SE,FT,15090356.00,US,US,M,0
2022,Machine Learning Engineer,SE,FT,13128649.00,US,US,M,0
2022,ETL Developer,MI,FT,4372901.00,GR,GR,M,0
2022,ETL Developer,MI,FT,4372901.00,GR,GR,M,0
2022,Lead Data Engineer,EX,FT,9404080.00,CA,CA,S,100
2022,Data Analyst,SE,FT,10503174.00,US,US,M,0
2022,Data Engineer,SE,FT,13160795.00,US,US,M,100
2022,Data Architect,SE,FT,16612122.00,US,US,M,100
2022,Data Architect,SE,FT,11760372.00,US,US,M,100
2022,Data Engineer,SE,FT,10900544.00,US,US,M,100
2022,Data Engineer,SE,FT,8081874.00,US,US,M,100
2022,Data Analyst,SE,FT,10254519.00,US,US,M,100
2022,Data Analyst,SE,FT,7455662.00,US,US,M,100
2022,Head of Machine Learning,EX,FT,6289094.00,IN,IN,L,50
2022,Data Engineer,SE,FT,10528636.00,US,US,M,100
2022,Machine Learning Engineer,EN,FT,2967942.00,GB,GB,L,100
2022,Data Analyst,SE,FT,13049398.00,US,US,M,0
2022,Data Engineer,SE,FT,12333273.00,US,US,M,100
2022,Machine Learning Engineer,MI,FT,9893115.00,GB,GB,M,0
2022,Machine Learning Engineer,MI,FT,7810383.00,GB,GB,M,0
2022,AI Scientist,MI,FT,9548340.00,US,US,M,0
2022,Data Analyst,SE,FT,8983397.00,US,US,M,100
2022,Data Analyst,SE,FT,7186717.00,US,US,M,100
2022,Data Analytics Manager,SE,FT,11537578.00,US,US,M,100
2022,Data Analytics Manager,SE,FT,8386625.00,US,US,M,100
2022,Machine Learning Engineer,MI,FT,6996705.00,FR,DE,M,100
2022,Data Engineer,MI,FT,9372412.00,GB,GB,M,0
2022,Data Scientist,SE,FT,17131313.00,US,US,L,100
2022,Data Scientist,SE,FT,12587895.00,US,US,L,100
2022,Data Engineer,SE,FT,16637982.00,US,US,L,100
2022,Data Engineer,SE,FT,12301445.00,US,US,L,100
2022,Data Analyst,SE,FT,9224810.00,US,US,M,0
2022,Data Analyst,SE,FT,6498123.00,US,US,M,0
2022,Data Engineer,SE,FT,13924663.00,US,US,M,100
2022,Data Engineer,MI,FT,7810383.00,GB,GB,M,0
2022,Data Analyst,MI,FT,4615031.00,US,US,S,0
2022,Data Engineer,SE,FT,14608960.00,US,US,L,100
2022,Data Analyst,MI,FT,4165543.00,GB,GB,M,100
2022,Data Scientist,SE,FT,14322510.00,US,US,M,100
2022,Data Scientist,MI,FT,5727572.00,GB,GB,M,0
2022,Data Scientist,MI,FT,3644840.00,GB,GB,M,0
2022,Data Engineer,MI,FT,5247529.00,GR,GR,M,100
2022,Data Engineer,MI,FT,3935587.00,GR,GR,M,100
2022,Data Engineer,MI,FT,6248275.00,GB,GB,M,100
2022,Data Engineer,MI,FT,4686166.00,GB,GB,M,100
2022,Data Scientist,SE,FT,20688070.00,US,US,M,100
2022,Data Science Engineer,SE,FT,4774170.00,AR,MX,L,100
2022,Data Engineer,MI,FT,5084491.00,US,US,M,0
2022,Machine Learning Scientist,MI,FT,12731120.00,US,US,L,100
2022,Machine Learning Scientist,MI,FT,8935655.00,US,US,L,100
2022,Data Science Manager,MI,FT,19176250.00,US,US,M,100
2022,Data Science Manager,MI,FT,12651551.00,US,US,M,100
2022,Data Scientist,SE,FT,14322510.00,US,US,M,0
2022,Data Scientist,SE,FT,6365560.00,US,US,M,0
2022,Data Engineer,MI,FT,6596312.00,US,US,M,0
2022,Data Engineer,SE,FT,8020606.00,US,US,L,100
2022,Data Engineer,MI,FT,3935587.00,ES,ES,M,100
2022,Data Scientist,SE,FT,11171558.00,US,US,L,0
2022,Data Analyst,MI,FT,3124137.00,GB,GB,M,100
2022,Data Analyst,MI,FT,3498353.00,ES,ES,M,100
2022,Data Analyst,MI,FT,2623725.00,ES,ES,M,100
2022,Data Engineer,MI,FT,6996705.00,ES,ES,M,100
2022,Data Engineer,MI,FT,6122077.00,ES,ES,M,100
